Run	SRA_Sample	SRA_Study	LibraryLayout	Platform	DataSourceType	DataSourceLinks	AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Library_Name	MBases	MBytes	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	ReleaseDate
SRR2584195	SRS1107943	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155902	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1316986	0	BlueBerryEssense_RAD	572	320	BlueBerryEssense-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584118	SRS1107944	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155896	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1316982	0	8MileHigh_RAD	330	165	8MileHigh-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584142	SRS1107944	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155896	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1316982	0	8MileHigh_RAD	330	179	8MileHigh-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584262	SRS1107946	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155913	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317005	0	GrandDaddyPurple_RAD	488	243	GrandDaddyPurple-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584263	SRS1107946	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155913	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317005	0	GrandDaddyPurple_RAD	488	270	GrandDaddyPurple-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584260	SRS1107947	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155912	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317004	0	GirlScoutCookie_RAD	182	91	GirlScoutCookie-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584261	SRS1107947	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155912	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317004	0	GirlScoutCookie_RAD	182	102	GirlScoutCookie-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584256	SRS1107948	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155910	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317002	0	Flo_RAD	364	184	Flo-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584257	SRS1107948	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155910	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317002	0	Flo_RAD	364	202	Flo-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584258	SRS1107949	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155911	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317003	0	GhostTrainHaze10_RAD	434	221	GhostTrainHaze10-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584259	SRS1107949	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155911	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317003	0	GhostTrainHaze10_RAD	434	246	GhostTrainHaze10-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584254	SRS1107950	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155909	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317001	0	DeepPurpleHaze_RAD	257	131	DeepPurpleHaze-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584255	SRS1107950	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155909	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317001	0	DeepPurpleHaze_RAD	257	145	DeepPurpleHaze-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584253	SRS1107951	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155897	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317000	0	AustralianBastard_RAD	378	196	AustralianBastard-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584264	SRS1107951	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155897	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317000	0	AustralianBastard_RAD	378	210	AustralianBastard-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584275	SRS1107952	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155898	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317011	0	AutoWidow_RAD	417	212	AutoWidow-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584286	SRS1107952	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155898	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317011	0	AutoWidow_RAD	417	238	AutoWidow-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584273	SRS1107953	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155918	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317010	0	LesterGrinspoon_RAD	339	171	LesterGrinspoon-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584274	SRS1107953	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155918	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317010	0	LesterGrinspoon_RAD	339	185	LesterGrinspoon-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584271	SRS1107954	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155917	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317009	0	LAConfidentialprep1_RAD	258	133	LAConfidentialprep1-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584272	SRS1107954	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155917	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317009	0	LAConfidentialprep1_RAD	258	148	LAConfidentialprep1-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584269	SRS1107955	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155916	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317008	0	KandyKush_RAD	513	260	KandyKush-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584270	SRS1107955	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155916	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317008	0	KandyKush_RAD	513	290	KandyKush-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584267	SRS1107956	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155915	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317007	0	Holland1R_RAD	339	174	Holland1R-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584268	SRS1107956	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155915	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317007	0	Holland1R_RAD	339	189	Holland1R-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584265	SRS1107957	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155914	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317006	0	GreenCrack_RAD	134	69	GreenCrack-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584266	SRS1107957	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155914	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317006	0	GreenCrack_RAD	134	78	GreenCrack-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584282	SRS1107958	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155922	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317015	0	OttoMale_RAD	0	0	OttoMale-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584283	SRS1107958	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155922	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317015	0	OttoMale_RAD	0	0	OttoMale-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584284	SRS1107959	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155923	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317016	0	Otto_RAD	226	116	Otto-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584285	SRS1107959	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155923	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317016	0	Otto_RAD	226	130	Otto-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584278	SRS1107960	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155920	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317013	0	NYCDiesel_2_RAD	484	242	NYCDiesel_2-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584279	SRS1107960	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155920	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317013	0	NYCDiesel_2_RAD	484	268	NYCDiesel_2-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584276	SRS1107961	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155919	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317012	0	NYCDiesel_RAD	308	158	NYCDiesel-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584277	SRS1107961	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155919	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317012	0	NYCDiesel_RAD	308	177	NYCDiesel-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584280	SRS1107962	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155921	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317014	0	OGKush_RAD	373	190	OGKush-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584281	SRS1107962	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155921	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317014	0	OGKush_RAD	373	214	OGKush-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584298	SRS1107963	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155929	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317023	0	Recon_RAD	479	245	Recon-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584299	SRS1107963	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155929	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317023	0	Recon_RAD	479	274	Recon-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584310	SRS1107964	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155900	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317022	0	BlueBerryCheeseCakeBC2Fem_RAD	596	331	BlueBerryCheeseCakeBC2Fem-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584297	SRS1107964	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155900	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317022	0	BlueBerryCheeseCakeBC2Fem_RAD	596	305	BlueBerryCheeseCakeBC2Fem-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584295	SRS1107965	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155928	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317021	0	PurplePrince_RAD	242	124	PurplePrince-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584296	SRS1107965	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155928	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317021	0	PurplePrince_RAD	242	135	PurplePrince-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584293	SRS1107966	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155927	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317020	0	PineBerry_RAD	292	149	PineBerry-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584294	SRS1107966	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155927	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317020	0	PineBerry_RAD	292	166	PineBerry-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584291	SRS1107967	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155926	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317019	0	Panama_RAD	196	100	Panama-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584292	SRS1107967	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155926	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317019	0	Panama_RAD	196	107	Panama-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584289	SRS1107968	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155925	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317018	0	PC3_2_RAD	53	27	PC3_2-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584290	SRS1107968	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155925	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317018	0	PC3_2_RAD	53	29	PC3_2-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584287	SRS1107969	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155924	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317017	0	PC3_RAD	20	10	PC3-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584288	SRS1107969	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155924	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317017	0	PC3_RAD	20	12	PC3-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584301	SRS1107971	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155931	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317025	0	SnoopDream_RAD	728	372	SnoopDream-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584305	SRS1107971	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155931	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317025	0	SnoopDream_RAD	728	402	SnoopDream-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584300	SRS1107973	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155930	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317024	0	Ringo_RAD	629	321	Ringo-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584311	SRS1107974	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155934	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317030	0	WZ_RAD	715	365	WZ-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584312	SRS1107974	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155934	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317030	0	WZ_RAD	715	392	WZ-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584308	SRS1107975	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155933	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317029	0	SourTsunami_RAD	263	132	SourTsunami-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584309	SRS1107975	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155933	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317029	0	SourTsunami_RAD	263	146	SourTsunami-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584306	SRS1107976	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155932	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317028	0	SourTsunamiFem_RAD	1	1	SourTsunamiFem-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584307	SRS1107976	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155932	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317028	0	SourTsunamiFem_RAD	1	1	SourTsunamiFem-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584313	SRS1107977	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155901	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317031	0	BlueBerryCheesecake11male_RAD	133	68	BlueBerryCheesecake11male-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR2584314	SRS1107977	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		251	SAMN04155901	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1317031	0	BlueBerryCheesecake11male_RAD	133	76	BlueBerryCheesecake11male-RAD	WGS	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	Reduced Representation	GENOMIC	2015-10-08	Cannabis sativa	2015-10-13
SRR8346386	SRS4167486	SRP173788	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN10609390	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157714	0	PGT-126685	139	41	Platinum_Punch__PGT-126685	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	2018-12-18
SRR8346387	SRS4167487	SRP173788	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN10609620	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5157713	0	PGT-15234	364	127	Cookie_Wreck__PGT-15234	AMPLICON	PRJNA510566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2018-12-18	Cannabis sativa	2018-12-18
